month,airline_id,unique_carrier,carrier,carrier_name,carrier_group_new,sdomt_gallons,satl_gallons,spac_gallons,slat_gallons,sint_gallons,ts_gallons,tdomt_gallons,tint_gallons,total_gallons,sdomt_cost,satl_cost,spac_cost,slat_cost,sint_cost,ts_cost,tdomt_cost,tint_cost,total_cost,year
4,19393,WN,WN,Southwest Airlines Co.,3,174221984,0,0,1848321,1848321,176070305,174800743,1860876,176661619,315492439,0,0,3697789,3697789,319190228,316399169,3723599,320122768,2017
5,21161,09Q,09Q,"Swift Air, LLC",1,0,0,0,0,0,0,264982,80122,345104,0,0,0,0,0,0,707943,179910,887853,2017
5,21352,0WQ,0WQ,Avjet Corporation,1,0,0,0,0,0,0,20236,0,20236,0,0,0,0,0,0,63541,0,63541,2017
5,21492,1BQ,1BQ,"Dynamic Airways, LLC",1,0,0,0,0,0,0,221152,186732,407884,0,0,0,0,0,0,350330,538432,888762,2017
5,21645,23Q,23Q,Songbird Airways Inc.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
5,21652,27Q,27Q,"Jet Aviation Flight Services, Inc.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
5,20408,5V,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,1,285133,0,0,0,0,285133,432867,0,432867,619895,0,0,0,0,619895,941077,0,941077,2017
5,19917,5X,5X,United Parcel Service,3,36986000,10132000,17644000,3312000,31088000,68074000,36986000,31088000,68074000,55306000,13615000,26955000,5399000,45969000,101275000,55306000,45969000,101275000,2017
5,20007,5Y,5Y,Atlas Air Inc.,3,0,0,0,0,0,0,8327603,28276453,36604056,0,0,0,0,0,0,14288848,50876967,65165815,2017
5,19874,8C,8C,Air Transport International,2,0,0,0,0,0,0,29957,597288,627245,0,0,0,0,0,0,68983,1134550,1203533,2017
5,20363,9E,9E,Endeavor Air Inc.,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
5,20190,9S,9S,Southern Air Inc.,2,782631,4847714,586625,0,5434339,6216970,782631,5434339,6216970,1643525,10180199,1231913,0,11412112,13055637,1643525,11412112,13055637,2017
5,19805,AA,AA,American Airlines Inc.,3,184344005,60103953,24718134,46807612,131629699,315973704,184950607,131910438,316861045,274554725,92440148,38103168,77008964,207552280,482107005,275459168,208013455,483472623,2017
5,20453,ABX,ABX,ABX Air Inc,2,29271,0,0,0,0,29271,29271,0,29271,48005,0,0,0,0,48005,48005,0,48005,2017
5,19930,AS,AS,Alaska Airlines Inc.,3,41937641,0,0,457027,457027,42394668,42011843,457027,42468870,70348904,0,0,805754,805754,71154658,70461951,805754,71267705,2017
5,20409,B6,B6,JetBlue Airways,3,54864422,0,0,11918275,11918275,66782697,54864422,11918275,66782697,88155076,0,0,19150050,19150050,107305126,88155076,19150050,107305126,2017
5,21167,CP,CP,Compass Airlines,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
5,19790,DL,DL,Delta Air Lines Inc.,3,171734962,67698738,33197021,24127550,125023309,296758271,172868906,125120027,297988933,290969513,114701564,56245512,40879163,211826239,502795752,293977963,211990108,505968071,2017
5,21650,EE,EE,Eastern Airlines Group Inc.,1,0,0,0,0,0,0,33040,206880,239920,0,0,0,0,0,0,57490,359971,417461,2017
5,20366,EV,EV,ExpressJet Airlines Inc.,3,104685,0,0,0,0,104685,104685,0,104685,264323,0,0,0,0,264323,264323,0,264323,2017
5,20436,F9,F9,Frontier Airlines Inc.,3,18893480,0,0,1218777,1218777,20112257,18893480,1218777,20112257,27255359,0,0,1949749,1949749,29205108,27255359,1949749,29205108,2017
5,20107,FX,FX,Federal Express Corporation,3,57521672,12804952,21235518,2177197,36217667,93739339,58766605,37226678,95993283,84051000,19659000,34032000,3785000,57476000,141527000,85946421,59364000,145310421,2017
5,20368,G4,G4,Allegiant Air,3,14611657,0,0,0,0,14611657,15460025,0,15460025,24669683,0,0,0,0,24669683,26166845,0,26166845,2017
5,20500,G7,G7,GoJet Airlines LLC d/b/a United Express,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
5,20166,GFQ,GFQ,Gulf And Caribbean Cargo,1,0,0,0,0,0,0,204384,224104,428488,0,0,0,0,0,0,395106,449951,845057,2017
5,20402,GL,GL,Miami Air International,2,0,0,0,0,0,0,237296,231067,468363,0,0,0,0,0,0,511850,498413,1010263,2017
5,19690,HA,HA,Hawaiian Airlines Inc.,3,14425410,0,7151420,0,7151420,21576830,14425410,7151420,21576830,21727441,0,11113976,0,11113976,32841417,21727441,11113976,32841417,2017
5,20310,WL,K8,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",1,0,0,0,0,0,0,3104,232254,235358,0,0,0,0,0,0,586,43836,44422,2017
5,20370,KAQ,KAQ,Kalitta Air LLC,2,0,0,0,0,0,0,830460,3514855,4345315,0,0,0,0,0,0,1290753,6465150,7755903,2017
5,21629,KD,KD,Western Global,1,0,0,0,0,0,0,777025,1960007,2737032,0,0,0,0,0,0,1681942,3630975,5312917,2017
5,21634,KH,KH,Aloha Air Cargo,1,446198,0,0,0,0,446198,446198,0,446198,685578,0,0,0,0,685578,685578,0,685578,2017
5,20372,KLQ,KLQ,Kalitta Charters II,1,0,0,0,0,0,0,177695,87619,265314,0,0,0,0,0,0,381694,184785,566479,2017
5,20169,L2,L2,Lynden Air Cargo Airlines,1,83416,0,0,0,0,83416,167770,0,167770,156468,0,0,0,0,156468,348398,0,348398,2017
5,20151,M6,M6,Amerijet International,2,0,0,0,1449821,1449821,1449821,273866,1552642,1826508,0,0,0,2478182,2478182,2478182,468120,2653934,3122054,2017
5,20398,MQ,MQ,Envoy Air,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
5,20405,N8,N8,National Air Cargo Group Inc d/ba National Airlines,1,0,0,0,0,0,0,102838,1193673,1296511,0,0,0,0,0,0,218715,2326982,2545697,2017
5,20108,NC,NC,Northern Air Cargo Inc.,1,364157,0,0,0,0,364157,398594,0,398594,618963,0,0,0,0,618963,672293,0,672293,2017
5,20416,NK,NK,Spirit Air Lines,3,25642228,0,0,2598111,2598111,28240339,25642228,2598111,28240339,41968961,0,0,4252362,4252362,46221323,41968961,4252362,46221323,2017
5,20397,OH,OH,PSA Airlines Inc.,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
5,20304,OO,OO,SkyWest Airlines Inc.,3,6492944,0,0,0,0,6492944,6492944,0,6492944,12279100,0,0,0,0,12279100,12279100,0,12279100,2017
5,20177,PFQ,PFQ,Asia Pacific,1,0,0,0,0,0,0,0,286157,286157,0,0,0,0,0,0,0,545208,545208,2017
5,20100,PO,PO,Polar Air Cargo Airways,3,3003912,731703,12165638,0,12897341,15901253,3003912,12897341,15901253,4657122,1420842,19235648,0,20656490,25313612,4657122,20656490,25313612,2017
5,19687,QX,QX,Horizon Air,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
5,20422,SY,SY,Sun Country Airlines d/b/a MN Airlines,2,3217517,0,0,311449,311449,3528966,3715351,413131,4128482,5211491,0,0,556963,556963,5768454,7012131,751865,7763996,2017
5,20447,U7,U7,USA Jet Airlines Inc.,2,0,0,0,0,0,0,562261,19207,581468,0,0,0,0,0,0,905240,46673,951913,2017
5,19977,UA,UA,United Air Lines Inc.,3,136194766,70244425,57401517,26219983,153865925,290060691,136992444,154609903,291602347,204100824,107288108,91566841,42304198,241159147,445259971,205921730,242394024,448315754,2017
5,21171,VX,VX,Virgin America,3,16913372,0,0,188379,188379,17101751,17037849,188379,17226228,24808526,0,0,315566,315566,25124092,25009576,315566,25325142,2017
5,20195,WI,WI,Sky Lease Cargo,1,0,0,0,0,0,0,1959,1655975,1657934,0,0,0,0,0,0,3549,2859161,2862710,2017
5,20287,WP,WP,Island Air Hawaii,1,246723,0,0,0,0,246723,246723,0,246723,402073,0,0,0,0,402073,402073,0,402073,2017
5,20377,X9,X9,Omni Air International LLC,2,0,0,0,0,0,0,493558,2279273,2772831,0,0,0,0,0,0,879568,4267226,5146794,2017
5,20207,XP,XP,XTRA Airways,1,0,0,0,0,0,0,116089,313089,429178,0,0,0,0,0,0,230959,622889,853848,2017
5,20378,YV,YV,Mesa Airlines Inc.,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
5,20452,YX,YX,Republic Airline,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
5,20046,ZW,ZW,Air Wisconsin Airlines Corp,2,9096,0,0,0,0,9096,9096,0,9096,29646,0,0,0,0,29646,29646,0,29646,2017
5,19393,WN,WN,Southwest Airlines Co.,3,174763355,0,0,1762055,1762055,176525410,175047875,1762055,176809930,310012696,0,0,3271079,3271079,313283775,310447072,3271079,313718151,2017
6,21161,09Q,09Q,"Swift Air, LLC",1,0,0,0,0,0,0,343701,63800,407501,0,0,0,0,0,0,596442,71991,668433,2017
6,21352,0WQ,0WQ,Avjet Corporation,1,0,0,0,0,0,0,21206,0,21206,0,0,0,0,0,0,62770,0,62770,2017
6,21492,1BQ,1BQ,"Dynamic Airways, LLC",1,0,0,0,0,0,0,8397,644723,653120,0,0,0,0,0,0,26793,1084096,1110889,2017
6,21645,23Q,23Q,Songbird Airways Inc.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
6,21652,27Q,27Q,"Jet Aviation Flight Services, Inc.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
6,20408,5V,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,1,344358,0,0,0,0,344358,503565,0,503565,779648,0,0,0,0,779648,1140102,0,1140102,2017
6,19917,5X,5X,United Parcel Service,3,37234000,10366000,18484000,2936000,31786000,69020000,37234000,31786000,69020000,53471000,13650000,27037000,4599000,45286000,98757000,53471000,45286000,98757000,2017
6,20007,5Y,5Y,Atlas Air Inc.,3,0,0,0,0,0,0,8617482,27525044,36142526,0,0,0,0,0,0,15200722,49390765,64591487,2017
6,19874,8C,8C,Air Transport International,2,0,0,0,0,0,0,20189,596820,617009,0,0,0,0,0,0,42153,1160498,1202651,2017
6,20363,9E,9E,Endeavor Air Inc.,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
6,20190,9S,9S,Southern Air Inc.,2,792960,5129018,640107,0,5769125,6562085,792960,5769125,6562085,1665216,10770938,1344225,0,12115163,13780379,1665216,12115163,13780379,2017
6,19805,AA,AA,American Airlines Inc.,3,190147694,60591000,24157072,48077146,132825218,322972912,190611989,133099149,323711138,266443561,88633637,35343485,76019224,199996346,466439907,267101917,200427146,467529063,2017
6,20453,ABX,ABX,ABX Air Inc,2,93272,0,0,0,0,93272,93272,0,93272,143639,0,0,0,0,143639,143639,0,143639,2017
6,19930,AS,AS,Alaska Airlines Inc.,3,42914702,0,0,473564,473564,43388266,43054527,473564,43528091,70103670,0,0,806578,806578,70910248,70305517,806578,71112095,2017
6,20409,B6,B6,JetBlue Airways,3,55411950,0,0,12925472,12925472,68337422,55411950,12925472,68337422,86224125,0,0,20112765,20112765,106336890,86224125,20112765,106336890,2017
6,21167,CP,CP,Compass Airlines,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
6,19790,DL,DL,Delta Air Lines Inc.,3,181068554,79621892,35331060,24145873,139098825,320167379,182177909,139135939,321313848,296091667,130201397,57774983,39484448,227460828,523552495,298982922,227521518,526504440,2017
6,21650,EE,EE,Eastern Airlines Group Inc.,1,0,0,0,0,0,0,3200,246560,249760,0,0,0,0,0,0,5376,414221,419597,2017
6,20366,EV,EV,ExpressJet Airlines Inc.,3,14037,0,0,0,0,14037,14037,0,14037,80785,0,0,0,0,80785,80785,0,80785,2017
6,20436,F9,F9,Frontier Airlines Inc.,3,19568585,0,0,1154936,1154936,20723521,19568585,1154936,20723521,26852011,0,0,1781286,1781286,28633297,26852011,1781286,28633297,2017
6,20107,FX,FX,Federal Express Corporation,3,59083727,12501195,21176572,2149501,35827268,94910995,60279995,36439280,96719275,82754000,18532000,32631000,3612000,54775000,137529000,84463000,55886000,140349000,2017
6,20368,G4,G4,Allegiant Air,3,17387508,0,0,0,0,17387508,18440370,0,18440370,28429215,0,0,0,0,28429215,30242275,0,30242275,2017
6,20500,G7,G7,GoJet Airlines LLC d/b/a United Express,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
6,20166,GFQ,GFQ,Gulf And Caribbean Cargo,1,0,0,0,0,0,0,212857,290573,503430,0,0,0,0,0,0,380258,547223,927481,2017
6,20402,GL,GL,Miami Air International,2,0,0,0,0,0,0,292920,165065,457985,0,0,0,0,0,0,661021,372495,1033516,2017
6,19690,HA,HA,Hawaiian Airlines Inc.,3,15300516,0,7036145,0,7036145,22336661,15300516,7036145,22336661,22502209,0,10567691,0,10567691,33069900,22502209,10567691,33069900,2017
6,20370,KAQ,KAQ,Kalitta Air LLC,2,0,0,0,0,0,0,407415,3585500,3992915,0,0,0,0,0,0,672897,6519148,7192045,2017
6,21634,KH,KH,Aloha Air Cargo,1,435471,0,0,0,0,435471,435471,0,435471,650255,0,0,0,0,650255,650255,0,650255,2017
6,20372,KLQ,KLQ,Kalitta Charters II,1,0,0,0,0,0,0,183748,125536,309284,0,0,0,0,0,0,404953,269282,674235,2017
6,20169,L2,L2,Lynden Air Cargo Airlines,1,87506,0,0,0,0,87506,245288,65993,311281,175421,0,0,0,0,175421,508406,144126,652532,2017
6,20151,M6,M6,Amerijet International,2,0,0,0,1546686,1546686,1546686,274254,1785686,2059940,0,0,0,2635138,2635138,2635138,467255,3042330,3509585,2017
6,20398,MQ,MQ,Envoy Air,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
6,20405,N8,N8,National Air Cargo Group Inc d/ba National Airlines,1,0,0,0,0,0,0,207401,628964,836365,0,0,0,0,0,0,548121,1213985,1762106,2017
6,20108,NC,NC,Northern Air Cargo Inc.,1,414221,0,0,0,0,414221,562388,0,562388,735897,0,0,0,0,735897,955645,0,955645,2017
6,20416,NK,NK,Spirit Air Lines,3,29420506,0,0,1321924,1321924,30742430,29420506,1321924,30742430,45859708,0,0,2060572,2060572,47920280,45859708,2060572,47920280,2017
6,20397,OH,OH,PSA Airlines Inc.,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
6,20304,OO,OO,SkyWest Airlines Inc.,3,6696044,0,0,0,0,6696044,6696044,0,6696044,11958643,0,0,0,0,11958643,11958643,0,11958643,2017
6,20177,PFQ,PFQ,Asia Pacific,1,0,0,0,0,0,0,0,271285,271285,0,0,0,0,0,0,0,511364,511364,2017
6,20100,PO,PO,Polar Air Cargo Airways,3,3304234,732588,13110111,0,13842699,17146933,3304234,13842699,17146933,4895835,1384152,20032325,0,21416477,26312312,4895835,21416477,26312312,2017
6,19687,QX,QX,Horizon Air,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
6,20422,SY,SY,Sun Country Airlines d/b/a MN Airlines,2,3566553,0,0,611086,611086,4177639,4207451,637592,4845043,5589898,0,0,1059560,1059560,6649458,7437040,1110412,8547452,2017
6,20447,U7,U7,USA Jet Airlines Inc.,2,0,0,0,0,0,0,641654,49382,691036,0,0,0,0,0,0,988147,134541,1122688,2017
6,19977,UA,UA,United Air Lines Inc.,3,147002367,73206279,55316801,29785435,158308515,305310882,147787575,158576625,306364200,211562276,107921357,84806015,45987260,238714632,450276908,213166688,239131969,452298657,2017
6,21171,VX,VX,Virgin America,3,17585740,0,0,211983,211983,17797723,17705692,211983,17917675,24755095,0,0,338926,338926,25094021,24936051,338926,25274977,2017
6,20195,WI,WI,Sky Lease Cargo,1,0,0,0,0,0,0,0,1689270,1689270,0,0,0,0,0,0,0,2882444,2882444,2017
6,20287,WP,WP,Island Air Hawaii,1,352203,0,0,0,0,352203,352203,0,352203,560715,0,0,0,0,560715,560715,0,560715,2017
6,20377,X9,X9,Omni Air International LLC,2,0,0,0,0,0,0,727326,2429766,3157092,0,0,0,0,0,0,1523815,4822286,6346101,2017
6,20207,XP,XP,XTRA Airways,1,0,0,0,0,0,0,49032,210679,259711,0,0,0,0,0,0,97549,419145,516694,2017
6,20378,YV,YV,Mesa Airlines Inc.,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
6,20452,YX,YX,Republic Airline,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
6,20046,ZW,ZW,Air Wisconsin Airlines Corp,2,5082,0,0,0,0,5082,5082,0,5082,15632,0,0,0,0,15632,15632,0,15632,2017
6,19393,WN,WN,Southwest Airlines Co.,3,180432110,0,0,2186663,2186663,182618773,180817409,2186663,183004072,304383184,0,0,3991732,3991732,308374916,304998125,3991732,308989857,2017
7,21161,09Q,09Q,"Swift Air, LLC",1,0,0,0,0,0,0,269928,92071,361999,0,0,0,0,0,0,710238,131412,841650,2017
7,21352,0WQ,0WQ,Avjet Corporation,1,0,0,0,0,0,0,26331,0,26331,0,0,0,0,0,0,78467,0,78467,2017
7,21492,1BQ,1BQ,"Dynamic Airways, LLC",1,0,0,0,0,0,0,375473,254772,630245,0,0,0,0,0,0,571635,483566,1055201,2017
7,21645,23Q,23Q,Songbird Airways Inc.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
7,21652,27Q,27Q,"Jet Aviation Flight Services, Inc.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
7,20408,5V,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,1,372598,0,0,0,0,372598,503327,0,503327,768765,0,0,0,0,768765,1038493,0,1038493,2017
7,19917,5X,5X,United Parcel Service,3,35444000,10578000,18313000,2908000,31799000,67243000,35444000,31799000,67243000,52018000,13840000,25840000,4599000,44279000,96297000,52018000,44279000,96297000,2017
7,20007,5Y,5Y,Atlas Air Inc.,3,0,0,0,0,0,0,9165574,29292672,38458246,0,0,0,0,0,0,14404333,49163008,63567341,2017
7,19874,8C,8C,Air Transport International,2,0,0,0,0,0,0,23508,599642,623150,0,0,0,0,0,0,37925,1161279,1199204,2017
7,20363,9E,9E,Endeavor Air Inc.,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
7,20190,9S,9S,Southern Air Inc.,2,716129,5389214,604086,0,5993300,6709429,716129,5993300,6709429,1503871,11317349,1268581,0,12585930,14089801,1503871,12585930,14089801,2017
7,19805,AA,AA,American Airlines Inc.,3,197554459,63445849,25337712,51281946,140065507,337619966,198270086,140175142,338445228,280616472,93217466,36783896,80680460,210681822,491298294,281636177,210845341,492481518,2017
7,20453,ABX,ABX,ABX Air Inc,2,35785,0,0,0,0,35785,35785,0,35785,64195,0,0,0,0,64195,64195,0,64195,2017
7,19930,AS,AS,Alaska Airlines Inc.,3,44610986,0,0,434443,434443,45045429,44702939,434443,45137382,73981628,0,0,763263,763263,74744891,74117433,763263,74880696,2017
7,20409,B6,B6,JetBlue Airways,3,58409734,0,0,15288778,15288778,73698512,58409734,15288778,73698512,91168434,0,0,23863384,23863384,115031818,91168434,23863384,115031818,2017
7,21167,CP,CP,Compass Airlines,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
7,19790,DL,DL,Delta Air Lines Inc.,3,189998529,82186255,37233627,25516913,144936795,334935324,191063533,144949549,336013082,315405002,136432402,61809279,42359075,240600756,556005758,318321781,240621928,558943709,2017
7,21650,EE,EE,Eastern Airlines Group Inc.,1,0,0,0,0,0,0,1920,278560,280480,0,0,0,0,0,0,3206,465195,468401,2017
7,20366,EV,EV,ExpressJet Airlines Inc.,3,108679,0,0,0,0,108679,108679,0,108679,75814,0,0,0,0,75814,75814,0,75814,2017
7,20436,F9,F9,Frontier Airlines Inc.,3,20736474,0,0,1556365,1556365,22292839,20736474,1556365,22292839,28849738,0,0,2339991,2339991,31189729,28849738,2339991,31189729,2017
7,20107,FX,FX,Federal Express Corporation,3,54052622,13449128,21709741,1991984,37150853,91203475,55252278,37513984,92766262,77676000,19972000,32487000,3334000,55793000,133469000,79483000,56415000,135898000,2017
7,20368,G4,G4,Allegiant Air,3,18033317,0,0,0,0,18033317,18881989,0,18881989,30072036,0,0,0,0,30072036,31523539,0,31523539,2017
7,20500,G7,G7,GoJet Airlines LLC d/b/a United Express,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
7,20166,GFQ,GFQ,Gulf And Caribbean Cargo,1,0,0,0,0,0,0,170384,163508,333892,0,0,0,0,0,0,348869,380634,729503,2017
7,20402,GL,GL,Miami Air International,2,0,0,0,0,0,0,202112,203111,405223,0,0,0,0,0,0,460260,462535,922795,2017
7,19690,HA,HA,Hawaiian Airlines Inc.,3,15648967,0,7226973,0,7226973,22875940,15648967,7226973,22875940,23256887,0,10520827,0,10520827,33777714,23256887,10520827,33777714,2017
7,20370,KAQ,KAQ,Kalitta Air LLC,2,0,0,0,0,0,0,1359305,4313712,5673017,0,0,0,0,0,0,2165703,7664561,9830264,2017
7,21629,KD,KD,Western Global,1,0,0,0,0,0,0,941625,1052083,1993708,0,0,0,0,0,0,2222268,2205246,4427514,2017
7,21634,KH,KH,Aloha Air Cargo,1,414024,0,0,0,0,414024,414024,0,414024,614620,0,0,0,0,614620,614620,0,614620,2017
7,20372,KLQ,KLQ,Kalitta Charters II,1,0,0,0,0,0,0,75005,39334,114339,0,0,0,0,0,0,158711,87944,246655,2017
7,20169,L2,L2,Lynden Air Cargo Airlines,1,92350,0,0,0,0,92350,315006,0,315006,206492,0,0,0,0,206492,648926,0,648926,2017
7,20151,M6,M6,Amerijet International,2,0,0,0,1490067,1490067,1490067,246657,1585022,1831679,0,0,0,2442694,2442694,2442694,404349,2598355,3002704,2017
7,20398,MQ,MQ,Envoy Air,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
7,20405,N8,N8,National Air Cargo Group Inc d/ba National Airlines,1,0,0,0,0,0,0,174020,353253,527273,0,0,0,0,0,0,444253,647059,1091312,2017
7,20108,NC,NC,Northern Air Cargo Inc.,1,414504,0,0,0,0,414504,567281,0,567281,714746,0,0,0,0,714746,951386,0,951386,2017
7,20416,NK,NK,Spirit Air Lines,3,29370164,0,0,2623479,2623479,31993643,29370164,2623479,31993643,46524442,0,0,4155778,4155778,50680220,46524442,4155778,50680220,2017
7,20397,OH,OH,PSA Airlines Inc.,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
7,20304,OO,OO,SkyWest Airlines Inc.,3,6863914,0,0,0,0,6863914,6863914,0,6863914,12687143,0,0,0,0,12687143,12687143,0,12687143,2017
7,20177,PFQ,PFQ,Asia Pacific,1,0,0,0,0,0,0,0,303964,303964,0,0,0,0,0,0,0,546956,546956,2017
7,20100,PO,PO,Polar Air Cargo Airways,3,3109539,813350,12848534,0,13661884,16771423,3109539,13661884,16771423,4676362,1556684,19346618,0,20903302,25579664,4676362,20903302,25579664,2017
7,19687,QX,QX,Horizon Air,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
7,20422,SY,SY,Sun Country Airlines d/b/a MN Airlines,2,4163354,0,0,691469,691469,4854823,4623556,739918,5363474,6691551,0,0,1226364,1226364,7917915,8213389,1319591,9532980,2017
7,20447,U7,U7,USA Jet Airlines Inc.,2,0,0,0,0,0,0,455983,31689,487672,0,0,0,0,0,0,706774,72568,779342,2017
7,19977,UA,UA,United Air Lines Inc.,3,152990961,76421774,57293387,33675843,167391004,320381965,153765967,167657495,321423462,221388976,111262220,85479850,51133865,247875935,469264911,222524850,248310823,470835673,2017
7,21171,VX,VX,Virgin America,3,18301668,0,0,240124,240124,18541792,18301668,240124,18541792,27028971,0,0,392914,392914,27421885,27028971,392914,27421885,2017
7,20195,WI,WI,Sky Lease Cargo,1,0,0,0,0,0,0,0,1447168,1447168,0,0,0,0,0,0,0,2450131,2450131,2017
7,20310,WL,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",1,0,0,0,0,0,0,10821,301463,312284,0,0,0,0,0,0,8177,227793,235970,2017
7,20287,WP,WP,Island Air Hawaii,1,418321,0,0,0,0,418321,418321,0,418321,656047,0,0,0,0,656047,656047,0,656047,2017
7,20377,X9,X9,Omni Air International LLC,2,0,0,0,0,0,0,496268,3130958,3627226,0,0,0,0,0,0,1056958,5895055,6952013,2017
7,20207,XP,XP,XTRA Airways,1,0,0,0,0,0,0,114034,512659,626693,0,0,0,0,0,0,226870,1019933,1246803,2017
7,20378,YV,YV,Mesa Airlines Inc.,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
7,20452,YX,YX,Republic Airline,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
7,20046,ZW,ZW,Air Wisconsin Airlines Corp,2,7268,0,0,0,0,7268,7268,0,7268,22107,0,0,0,0,22107,22107,0,22107,2017
7,19393,WN,WN,Southwest Airlines Co.,3,185619040,0,0,3054041,3054041,188673081,185951899,3054041,189005940,314227028,0,0,5384268,5384268,319611296,314713847,5384268,320098115,2017
8,21161,09Q,09Q,"Swift Air, LLC",1,0,0,0,0,0,0,250019,139987,390006,0,0,0,0,0,0,706936,255172,962108,2017
8,21352,0WQ,0WQ,Avjet Corporation,1,0,0,0,0,0,0,24795,1701,26496,0,0,0,0,0,0,78602,4645,83247,2017
8,21645,23Q,23Q,Songbird Airways Inc.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
8,21652,27Q,27Q,"Jet Aviation Flight Services, Inc.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
8,20408,5V,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,1,407416,0,0,0,0,407416,511710,0,511710,926118,0,0,0,0,926118,1163194,0,1163194,2017
8,19917,5X,5X,United Parcel Service,3,39817000,11059000,18575000,3122000,32756000,72573000,39817000,32756000,72573000,64138000,17894000,29071000,5415000,52380000,116518000,64138000,52380000,116518000,2017
8,20007,5Y,5Y,Atlas Air Inc.,3,0,0,0,0,0,0,9409304,28734700,38144004,0,0,0,0,0,0,16600216,50566583,67166799,2017
8,19874,8C,8C,Air Transport International,2,0,0,0,0,0,0,74274,612456,686730,0,0,0,0,0,0,111786,1124358,1236144,2017
8,20363,9E,9E,Endeavor Air Inc.,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
8,20190,9S,9S,Southern Air Inc.,2,832423,5082731,670825,,5753556,6585979,832423,5753556,6585979,1748088,10673735,1408733,0,12082468,13830556,1748088,12082468,13830556,2017
8,19805,AA,AA,American Airlines Inc.,3,195498949,63912064,23988888,47235257,135136209,330635158,196202881,135464492,331667373,301128985,101124198,36930840,79125665,217180703,518309688,302212690,217715441,519928131,2017
8,20453,ABX,ABX,ABX Air Inc,2,62859,0,0,0,0,62859,62859,0,62859,104976,0,0,0,0,104976,104976,0,104976,2017
8,19930,AS,AS,Alaska Airlines Inc.,3,44102669,0,0,508483,508483,44611152,44200173,508483,44708656,78327028,0,0,977890,977890,79304918,78479686,977890,79457576,2017
8,20409,B6,B6,JetBlue Airways,3,57803927,0,0,15149911,15149911,72953838,57803927,15149911,72953838,98122319,0,0,25717013,25717013,123839332,98122319,25717013,123839332,2017
8,21167,CP,CP,Compass Airlines,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
